Codigo de asignatura,Nombre de asignatura,Carrera,Tipologia de asignatura
3007297,ingenieria economica,ingenieria biologica,fund. optativa
3006820,ingenieria genetica,ingenieria biologica,disciplinar optativa
1000044-m,ingles i,ingenieria biologica,nivelacion
1000048-m,ingles i - virtual,ingenieria biologica,nivelacion
1000045-m,ingles ii,ingenieria biologica,nivelacion
1000049-m,ingles ii - virtual,ingenieria biologica,nivelacion
1000046-m,ingles iii,ingenieria biologica,nivelacion
1000050-m,ingles iii - virtual,ingenieria biologica,nivelacion
1000053-m,ingles iii y iv - intensivo,ingenieria biologica,nivelacion
1000047-m,ingles iv,ingenieria biologica,nivelacion
1000051-m,ingles iv - virtual,ingenieria biologica,nivelacion
3006837,introduccion a la bioquimica,ingenieria biologica,fund. obligatoria
3006812,introduccion a la ingenieria biologica,ingenieria biologica,disciplinar obligatoria
3010512,introduccion a las finanzas corporativas,ingenieria biologica,fund. optativa
3010632,introduccion al control de procesos biologicos,ingenieria biologica,disciplinar optativa
3007324,investigacion de operaciones i,ingenieria biologica,fund. optativa
3006827,laboratorio de bioquimica,ingenieria biologica,fund. obligatoria
3006838,laboratorio de introduccion a la bioquimica,ingenieria biologica,fund. obligatoria
3009277,laboratorio de microbiologia,ingenieria biologica,disciplinar obligatoria
3007422,laboratorio de procesos biologicos,ingenieria biologica,disciplinar obligatoria
3007423,laboratorio de quimica analitica,ingenieria biologica,fund. obligatoria
3006825,laboratorio de quimica general,ingenieria biologica,fund. obligatoria
1000002-m,lecto-escritura,ingenieria biologica,nivelacion
1000001-m,matematicas basicas,ingenieria biologica,nivelacion
3006907,metodos numericos,ingenieria biologica,fund. optativa
3006798,microbiologia de alimentos,ingenieria biologica,disciplinar optativa
3008596,microbiologia general,ingenieria biologica,disciplinar obligatoria
3007820,operaciones de transferencia de calor,ingenieria biologica,disciplinar obligatoria
3007821,operaciones de transferencia de cantidad de movimiento,ingenieria biologica,disciplinar obligatoria
3007822,operaciones de transferencia de masa,ingenieria biologica,disciplinar obligatoria
3007743,programacion logica y funcional,ingenieria biologica,fund. optativa
3007421,quimica analitica,ingenieria biologica,fund. obligatoria
3006839,quimica de alimentos,ingenieria biologica,disciplinar optativa
3006829,quimica general,ingenieria biologica,fund. obligatoria
3010425,teoria administrativa y organizacional,ingenieria biologica,fund. optativa
3007826,termodinamica general,ingenieria biologica,disciplinar obligatoria
3007602,tratamiento biologico de aguas residuales,ingenieria biologica,disciplinar optativa
3009920,administracion de servidores y servicios en redes,ingenieria fisica,disciplinar optativa
1000003-m,algebra lineal,ingenieria fisica,fund. obligatoria
3006841,biofisica,ingenieria fisica,disciplinar obligatoria
3006802,biologia celular,ingenieria fisica,fund. optativa
1000009-m,biologia general,ingenieria fisica,fund. optativa
3006817,biologia molecular,ingenieria fisica,fund. optativa
3006828,bioquimica,ingenieria fisica,fund. optativa
1000004-m,calculo diferencial,ingenieria fisica,fund. obligatoria
1000006-m,calculo en varias variables,ingenieria fisica,fund. obligatoria
1000005-m,calculo integral,ingenieria fisica,fund. obligatoria
3006945,cursos de posgrado,ingenieria fisica,trabajo de grado
1000007-m,ecuaciones diferenciales,ingenieria fisica,fund. obligatoria
3006914,estadistica i,ingenieria fisica,fund. obligatoria
3006915,estadistica ii,ingenieria fisica,fund. optativa
3006843,estado solido,ingenieria fisica,disciplinar obligatoria
1000017-m,fisica de electricidad y magnetismo,ingenieria fisica,fund. obligatoria
1000020-m,"fisica de oscilaciones, ondas y optica",ingenieria fisica,fund. obligatoria
3006882,fisica de radiaciones,ingenieria fisica,disciplinar obligatoria
3008953,fisica matematica,ingenieria fisica,fund. optativa
1000019-m,fisica mecanica,ingenieria fisica,fund. obligatoria
1000018-m,fisica moderna,ingenieria fisica,fund. obligatoria
3006845,fundamentos de ingenieria de materiales,ingenieria fisica,disciplinar obligatoria
3010435,fundamentos de programacion,ingenieria fisica,fund. obligatoria
1000008-m,geometria vectorial y analitica,ingenieria fisica,fund. obligatoria
1000044-m,ingles i,ingenieria fisica,nivelacion
1000048-m,ingles i - virtual,ingenieria fisica,nivelacion
1000045-m,ingles ii,ingenieria fisica,nivelacion
1000049-m,ingles ii - virtual,ingenieria fisica,nivelacion
1000046-m,ingles iii,ingenieria fisica,nivelacion
1000050-m,ingles iii - virtual,ingenieria fisica,nivelacion
1000053-m,ingles iii y iv - intensivo,ingenieria fisica,nivelacion
1000047-m,ingles iv,ingenieria fisica,nivelacion
1000051-m,ingles iv - virtual,ingenieria fisica,nivelacion
3006883,instrumentacion electronica,ingenieria fisica,disciplinar optativa
3006850,instrumentos opticos,ingenieria fisica,disciplinar optativa
3006837,introduccion a la bioquimica,ingenieria fisica,fund. obligatoria
3006851,introduccion a la ingenieria fisica,ingenieria fisica,disciplinar obligatoria
3007324,investigacion de operaciones i,ingenieria fisica,disciplinar optativa
3006852,laboratorio de fisica moderna,ingenieria fisica,fund. obligatoria
3006838,laboratorio de introduccion a la bioquimica,ingenieria fisica,fund. obligatoria
3006825,laboratorio de quimica general,ingenieria fisica,fund. optativa
1000002-m,lecto-escritura,ingenieria fisica,nivelacion
1000001-m,matematicas basicas,ingenieria fisica,nivelacion
3006905,matematicas especiales,ingenieria fisica,fund. obligatoria
3006854,mecanica cuantica,ingenieria fisica,disciplinar obligatoria
3006907,metodos numericos,ingenieria fisica,fund. optativa
3006861,metrologia,ingenieria fisica,disciplinar obligatoria
3011075,modelamiento matematico,ingenieria fisica,fund. optativa
3010225,optica,ingenieria fisica,disciplinar obligatoria
3006829,quimica general,ingenieria fisica,fund. obligatoria
1000034-m,quimica organica,ingenieria fisica,fund. optativa
3007846,seminario de proyectos en ingenieria iii,ingenieria fisica,disciplinar optativa
3006872,taller i,ingenieria fisica,disciplinar obligatoria
3006873,taller ii,ingenieria fisica,disciplinar obligatoria
3006874,taller iii,ingenieria fisica,disciplinar obligatoria
3006875,taller iv,ingenieria fisica,disciplinar obligatoria
3006876,taller v-electronica digital y microcontroladores,ingenieria fisica,disciplinar obligatoria
3007826,termodinamica general,ingenieria fisica,fund. obligatoria
1000003-m,algebra lineal,matematicas,fund. obligatoria
3006885,algebra multilineal y formas canonicas,matematicas,disciplinar obligatoria
3006886,analisis numerico,matematicas,disciplinar obligatoria
3006887,analisis vectorial,matematicas,disciplinar obligatoria
1000004-m,calculo diferencial,matematicas,fund. obligatoria
1000006-m,calculo en varias variables,matematicas,fund. obligatoria
1000005-m,calculo integral,matematicas,fund. obligatoria
3008082,criptografia y seguridad,matematicas,disciplinar optativa
3006947,cursos de posgrado,matematicas,trabajo de grado
1000007-m,ecuaciones diferenciales,matematicas,fund. obligatoria
3006889,ecuaciones diferenciales parciales: introduccion,matematicas,disciplinar optativa
1000017-m,fisica de electricidad y magnetismo,matematicas,fund. optativa
1000020-m,"fisica de oscilaciones, ondas y optica",matematicas,fund. optativa
1000019-m,fisica mecanica,matematicas,fund. obligatoria
3010389,fundamentos de analisis,matematicas,fund. obligatoria
3010334,fundamentos de matematicas,matematicas,fund. obligatoria
3010390,fundamentos de matematicas discretas,matematicas,fund. obligatoria
1000008-m,geometria vectorial y analitica,matematicas,fund. optativa
3006993,grupos y anillos,matematicas,disciplinar obligatoria
1000044-m,ingles i,matematicas,nivelacion
1000048-m,ingles i - virtual,matematicas,nivelacion
1000045-m,ingles ii,matematicas,nivelacion
1000049-m,ingles ii - virtual,matematicas,nivelacion
1000046-m,ingles iii,matematicas,nivelacion
1000050-m,ingles iii - virtual,matematicas,nivelacion
1000053-m,ingles iii y iv - intensivo,matematicas,nivelacion
1000047-m,ingles iv,matematicas,nivelacion
1000051-m,ingles iv - virtual,matematicas,nivelacion
3006892,integracion y series,matematicas,disciplinar obligatoria
3010392,introduccion a algoritmos,matematicas,disciplinar optativa
3010670,introduccion a la filosofia de las matematicas,matematicas,disciplinar optativa
3006893,introduccion a la geometria algebraica,matematicas,disciplinar optativa
3006900,introduccion a la teoria de grafos,matematicas,disciplinar optativa
3006903,introduccion a la teoria de representacion de grupos,matematicas,disciplinar optativa
3009597,introduccion a la topologia diferencial,matematicas,disciplinar optativa
3006894,introduccion al algebra computacional,matematicas,disciplinar optativa
3006896,introduccion al analisis funcional,matematicas,disciplinar optativa
3006994,introduccion al analisis real,matematicas,disciplinar obligatoria
1000002-m,lecto-escritura,matematicas,nivelacion
1000001-m,matematicas basicas,matematicas,nivelacion
3011075,modelamiento matematico,matematicas,disciplinar optativa
3010591,topicos especiales en algoritmos,matematicas,disciplinar optativa
3006912,topologia algebraica i,matematicas,disciplinar optativa
3006946,trabajo de grado,matematicas,trabajo de grado
1000003-m,algebra lineal,quimica,fund. optativa
3007811,balances de materia y energia,quimica,disciplinar obligatoria
3010325,bioestadistica,quimica,fund. obligatoria
3006802,biologia celular,quimica,disciplinar optativa
1000009-m,biologia general,quimica,fund. obligatoria
3006817,biologia molecular,quimica,disciplinar optativa
3006828,bioquimica,quimica,disciplinar obligatoria
1000004-m,calculo diferencial,quimica,fund. obligatoria
1000006-m,calculo en varias variables,quimica,fund. optativa
1000005-m,calculo integral,quimica,fund. obligatoria
1000007-m,ecuaciones diferenciales,quimica,fund. obligatoria
3010463,equilibrio en sistemas reactivos y fenomenos de superficie,quimica,disciplinar optativa
3007814,fenomenos de transporte,quimica,disciplinar obligatoria
3009949,filosofia de las ciencias,quimica,fund. optativa
1000017-m,fisica de electricidad y magnetismo,quimica,fund. obligatoria
1000020-m,"fisica de oscilaciones, ondas y optica",quimica,fund. optativa
1000019-m,fisica mecanica,quimica,fund. obligatoria
3010333,fitoquimica,quimica,disciplinar optativa
3010841,geografia,quimica,fund. optativa
3006642,historia del pensamiento economico,quimica,fund. optativa
3007205,historia economica mundial,quimica,fund. optativa
3007817,ingenieria de los reactores quimicos,quimica,disciplinar optativa
1000044-m,ingles i,quimica,nivelacion
1000048-m,ingles i - virtual,quimica,nivelacion
1000045-m,ingles ii,quimica,nivelacion
1000049-m,ingles ii - virtual,quimica,nivelacion
1000046-m,ingles iii,quimica,nivelacion
1000050-m,ingles iii - virtual,quimica,nivelacion
1000053-m,ingles iii y iv - intensivo,quimica,nivelacion
1000047-m,ingles iv,quimica,nivelacion
1000051-m,ingles iv - virtual,quimica,nivelacion
3011237,introduccion a la ciencia y arte de la quimica,quimica,fund. obligatoria
3007444,introduccion a la quimica de materiales,quimica,disciplinar optativa
3009352,introduccion al control de procesos,quimica,disciplinar optativa
3006825,laboratorio de quimica general,quimica,fund. obligatoria
3009533,laboratorio de quimica inorganica i,quimica,disciplinar obligatoria
1000035-m,laboratorio de quimica organica,quimica,disciplinar obligatoria
1000002-m,lecto-escritura,quimica,nivelacion
1000001-m,matematicas basicas,quimica,nivelacion
3006960,mecanica de fluidos,quimica,disciplinar optativa
3006861,metrologia,quimica,disciplinar optativa
3008596,microbiologia general,quimica,fund. optativa
3007820,operaciones de transferencia de calor,quimica,disciplinar optativa
3007822,operaciones de transferencia de masa,quimica,disciplinar optativa
3007168,problemas de historia politica de colombia,quimica,fund. optativa
3007421,quimica analitica,quimica,disciplinar obligatoria
3006839,quimica de alimentos,quimica,disciplinar optativa
3006829,quimica general,quimica,fund. obligatoria
3009289,quimica inorganica,quimica,disciplinar obligatoria
1000034-m,quimica organica,quimica,disciplinar obligatoria
3010472,simulacion de procesos quimicos,quimica,disciplinar optativa
3011137,agrogestion de la informacion,ciencias de la computacion,libre eleccion
3006645,aleman a1: explora un mundo,ciencias de la computacion,libre eleccion
3011079,"amor, perdon, reconciliacion en hegel",ciencias de la computacion,libre eleccion
3010579,analisis de la genetica molecular,ciencias de la computacion,libre eleccion
3011199,antropologia filosofica y el problema de la existencia humana,ciencias de la computacion,libre eleccion
3011139,arboles y arquitectura,ciencias de la computacion,libre eleccion
3009211,"arte, ideologia y poder",ciencias de la computacion,libre eleccion
3006638,asignatura en otra univer. internac.-preg._1,ciencias de la computacion,libre eleccion
3006692,asignatura en otra univer. nacional - preg._1,ciencias de la computacion,libre eleccion
3009275,bioprocesos agroindustriales,ciencias de la computacion,libre eleccion
3008203,biotecnologia agropecuaria,ciencias de la computacion,libre eleccion
3011254,"cambio climatico, paisaje y territorio",ciencias de la computacion,libre eleccion
3011200,catedra africanias y sus diasporas en las americas,ciencias de la computacion,libre eleccion
3011113,catedra agraria: plantaciones y restauracion forestal,ciencias de la computacion,libre eleccion
3007373,catedra antioquia,ciencias de la computacion,libre eleccion
3009509,catedra apun-50 anos,ciencias de la computacion,libre eleccion
3011144,catedra ciudad y ciudadanias,ciencias de la computacion,libre eleccion
1000129-m,"catedra colombiana: ciudadania, integridad y lucha contra la corrupcion",ciencias de la computacion,libre eleccion
3007588,catedra de pensamiento ambiental: cambio ambiental global,ciencias de la computacion,libre eleccion
3007645,"catedra de sede sobre genero, feminismos y diversidades sexuales: vivir juntxs",ciencias de la computacion,libre eleccion
3010348,"catedra estudiantil: universidad, participacion y sociedad",ciencias de la computacion,libre eleccion
3009368,catedra gabriel trujillo: mineria y ambiente,ciencias de la computacion,libre eleccion
1965-2025,catedra: historia intensa de medellin,ciencias de la computacion,libre eleccion
3009065,"catedra ingenieria civil, 100 anos",ciencias de la computacion,libre eleccion
3011296,catedra luis antonio restrepo arango:facultad de ciencias humanas; 50 anos construccion conocimiento,ciencias de la computacion,libre eleccion
1000134-m,catedra nacional - enarmonia: anclajes imprescindibles para la educacion inclusiva en la unal,ciencias de la computacion,libre eleccion
1000159-m,catedra nacional acciones por la sustentabilidad,ciencias de la computacion,libre eleccion
1000158-m,catedra nacional ambiental,ciencias de la computacion,libre eleccion
1000089-m,catedra nacional de induccion y preparacion para la vida universitaria,ciencias de la computacion,libre eleccion
1000160-m,catedra nacional de prompt engineering,ciencias de la computacion,libre eleccion
1000147-m,catedra nacional en transicion energetica: aproximacion desde las ciencias de la tierra,ciencias de la computacion,libre eleccion
1000145-m,catedra nacional gestion a la adaptacion y cambio climatico en colombia,ciencias de la computacion,libre eleccion
1000128-m,"catedra nacional: juntas, juntes y juntos. apuestas desde los estudios feministas y de genero",ciencias de la computacion,libre eleccion
1000161-m,catedra pedro nel gomez: centros de pensamiento en ingenieria para la vida,ciencias de la computacion,libre eleccion
1000157-m,"catedra proceso constituyente universitario en la unal: perspectiva historica, comparada y situada",ciencias de la computacion,libre eleccion
3010712,catedra sobre la felicidad,ciencias de la computacion,libre eleccion
3011164,"catedra viajera, arquitecta y urbanismo a traves del viaje",ciencias de la computacion,libre eleccion
3007309,ciencia de los materiales,ciencias de la computacion,libre eleccion
3006819,citogenetica,ciencias de la computacion,libre eleccion
3007527,ciudad y ambiente,ciencias de la computacion,libre eleccion
3010929,computacion cuantica,ciencias de la computacion,libre eleccion
3007075,conservacion y manejo de vida silvestre,ciencias de la computacion,libre eleccion
3011231,construccion social para la practica del habitar,ciencias de la computacion,libre eleccion
3007014,control biologico de plagas,ciencias de la computacion,libre eleccion
3011293,"crecimiento economico, energia y crisis medio ambiental",ciencias de la computacion,libre eleccion
3007016,cultivo de plantas ornamentales,ciencias de la computacion,libre eleccion
3010999,"curar, editar y publicar",ciencias de la computacion,libre eleccion
3010760,de la secundaria a la universidad,ciencias de la computacion,libre eleccion
3009433,de la universidad a la organizacion,ciencias de la computacion,libre eleccion
3011145,"del proyecto a la obra, tecnica y dispositivos en la arquitectura del tropico",ciencias de la computacion,libre eleccion
3008693,deporte formativo,ciencias de la computacion,libre eleccion
3010555,derecho urbanistico,ciencias de la computacion,libre eleccion
3009931,economia ecologica,ciencias de la computacion,libre eleccion
3011146,economia y marketing,ciencias de la computacion,libre eleccion
3006631,ecosistema urbano critico,ciencias de la computacion,libre eleccion
3009932,"el cuento, teoria y retoricas del cuento en la literatura latinoamericana",ciencias de la computacion,libre eleccion
3010837,el proceso de produccion desde la formacion social,ciencias de la computacion,libre eleccion
3011001,el retorno de las brujas: mujeres en la ciencia y equidad de genero en carreras stem,ciencias de la computacion,libre eleccion
3011313,ensenanza de las ciencias sociales: metodos y tecnicas.,ciencias de la computacion,libre eleccion
3011089,estados fisiologicos y etapas en la produccion animal,ciencias de la computacion,libre eleccion
3009510,estimacion de parametros geneticos,ciencias de la computacion,libre eleccion
3007548,etica y voluntariado universitario y social,ciencias de la computacion,libre eleccion
3010177,fascismo y modernidad,ciencias de la computacion,libre eleccion
3010333,fitoquimica,ciencias de la computacion,libre eleccion
3011002,fotografia de arquitectura,ciencias de la computacion,libre eleccion
3008056,frances a1: explora un mundo,ciencias de la computacion,libre eleccion
3008207,frances a2: explora un mundo,ciencias de la computacion,libre eleccion
3007036,fruticultura,ciencias de la computacion,libre eleccion
3007202,fundamentos de economia,ciencias de la computacion,libre eleccion
3011149,fundamentos de palinologia,ciencias de la computacion,libre eleccion
3011229,"futbol, ciudad y espectaculo. estudios socioterritoriales del futbol",ciencias de la computacion,libre eleccion
3009602,geografia historica y cultura material,ciencias de la computacion,libre eleccion
3006745,habitat i,ciencias de la computacion,libre eleccion
3007643,herramientas para emprender,ciencias de la computacion,libre eleccion
3007235,historia antigua,ciencias de la computacion,libre eleccion
3007237,historia de america ii,ciencias de la computacion,libre eleccion
3009491,historia de america iii,ciencias de la computacion,libre eleccion
3007239,historia de america iv,ciencias de la computacion,libre eleccion
3009756,historia de america prehispanica,ciencias de la computacion,libre eleccion
3011203,"historia de las mujeres y el genero: teoria, historiografia y fuentes.",ciencias de la computacion,libre eleccion
3007248,historia moderna,ciencias de la computacion,libre eleccion
3009447,historia y filosofia de la tecnica,ciencias de la computacion,libre eleccion
3009446,historia y literatura. significaciones de lo real y lo ficcional,ciencias de la computacion,libre eleccion
3011083,humanidades ambientales i,ciencias de la computacion,libre eleccion
3007852,ingenieria de requisitos,ciencias de la computacion,libre eleccion
3007071,ingenieria electroquimica,ciencias de la computacion,libre eleccion
3008949,ingenieria metabolica,ciencias de la computacion,libre eleccion
3008105,ingles intensivo b1,ciencias de la computacion,libre eleccion
3008115,ingles intensivo b2,ciencias de la computacion,libre eleccion
3010125,iniciacion al ejercicio profesional de la arquitectura,ciencias de la computacion,libre eleccion
3010196,"innovacion y emprendimiento, de la creatividad a la accion",ciencias de la computacion,libre eleccion
3011256,inteligencia artificial aplicada a modelos del territorio,ciencias de la computacion,libre eleccion
3010809,introduccion a la computacion cuantica,ciencias de la computacion,elegibles
3006989,introduccion a la electroquimica,ciencias de la computacion,libre eleccion
3011187,introduccion a la evaluacion del riesgo ecologico y humano del uso de sustancias quimicas,ciencias de la computacion,libre eleccion
3011092,introduccion a la gestion de datos geocientificos,ciencias de la computacion,libre eleccion
3009359,introduccion a la ingenieria civil,ciencias de la computacion,libre eleccion
3011110,introduccion al pensamiento estetico i,ciencias de la computacion,libre eleccion
3011111,introduccion al pensamiento estetico ii,ciencias de la computacion,libre eleccion
3009353,introduccion al programa de matematicas,ciencias de la computacion,libre eleccion
3010596,la ingenieria del cuerpo humano,ciencias de la computacion,libre eleccion
3010952,las tic en la educacion con comunidades vulnerables,ciencias de la computacion,libre eleccion
3010341,latin y paleografia medieval,ciencias de la computacion,libre eleccion
3011010,literatura e imagen: modos de hacer visible,ciencias de la computacion,libre eleccion
3009786,lo sagrado como argumento de jurisdiccion territorial,ciencias de la computacion,elegibles
3011095,los chicos no lloran: nuevas masculinidades en ingenierias,ciencias de la computacion,libre eleccion
3007561,maquinaria agricola,ciencias de la computacion,libre eleccion
3010953,mecanica de suelos avanzada,ciencias de la computacion,elegibles
3011150,medicion del desarrollo,ciencias de la computacion,libre eleccion
3010303,metrologia industrial,ciencias de la computacion,libre eleccion
3010344,nutricion y alimentacion de perros y gatos,ciencias de la computacion,libre eleccion
3008142,pasantia preg. en otra universidad-intern._1,ciencias de la computacion,libre eleccion
3007639,pasantia pregrado - insa 1,ciencias de la computacion,libre eleccion
3007641,pasantia pregrado - insa 3,ciencias de la computacion,libre eleccion
3006750,pasantia pregrado - paristech 3,ciencias de la computacion,libre eleccion
3011260,plan b: ingenieria para la vida,ciencias de la computacion,libre eleccion
3011317,planificacion minera,ciencias de la computacion,libre eleccion
3007627,portugues intensivo,ciencias de la computacion,libre eleccion
3007585,practica academica especial 1,ciencias de la computacion,libre eleccion
3006664,practica academica especial 10,ciencias de la computacion,libre eleccion
3007621,practica academica especial 12,ciencias de la computacion,libre eleccion
3007586,practica academica especial 2,ciencias de la computacion,libre eleccion
3007587,practica academica especial 3,ciencias de la computacion,libre eleccion
3007589,practica academica especial 4,ciencias de la computacion,libre eleccion
3007598,practica academica especial 5,ciencias de la computacion,libre eleccion
3009496,practica academica especial 6,ciencias de la computacion,libre eleccion
3008650,practica academica especial 7,ciencias de la computacion,libre eleccion
3006640,practica academica especial 8,ciencias de la computacion,libre eleccion
3006641,practica academica especial 9,ciencias de la computacion,libre eleccion
3011159,"practica artistica, memorias y patrimonio en el territorio",ciencias de la computacion,libre eleccion
3011207,practicas curatoriales,ciencias de la computacion,libre eleccion
3006863,procesamiento ceramico,ciencias de la computacion,libre eleccion
3006865,proteccion radiologica,ciencias de la computacion,libre eleccion
3011096,radio espace: relaciones entre espacio arquitectonico y espacio sonoro,ciencias de la computacion,libre eleccion
3010128,reproduccion asistida en animales domesticos,ciencias de la computacion,libre eleccion
1000096-m,research seminar,ciencias de la computacion,libre eleccion
3011208,restauracion ecologica para el manejo de ecosistemas terrestres,ciencias de la computacion,libre eleccion
3011281,retos profesionales ante la poblacion vulnerable urbana y rural,ciencias de la computacion,libre eleccion
1000152-m,"salud mental, bienestar emocional y herramientas para la vida - un enfoque interprofesional",ciencias de la computacion,libre eleccion
3010185,seminario de ecologia politica,ciencias de la computacion,libre eleccion
3008607,sigueme 1,ciencias de la computacion,libre eleccion
3008608,sigueme 2,ciencias de la computacion,libre eleccion
3011315,sistema de produccion de codornices,ciencias de la computacion,libre eleccion
3009665,sistemas de informacion geografica aplicados a la agricultura,ciencias de la computacion,libre eleccion
3006808,sistematica vegetal,ciencias de la computacion,libre eleccion
3007582,soldadura,ciencias de la computacion,libre eleccion
3011282,sostenibilidad y sistemas de produccion animal,ciencias de la computacion,libre eleccion
3010903,"suelos tropicales, su origen, evolucion, analisis y manejo",ciencias de la computacion,libre eleccion
3010377,taller de historia urbano-arquitectonica: memoria y patrimonio,ciencias de la computacion,libre eleccion
3011307,tecnicas bioclimaticas en ambientes interiores,ciencias de la computacion,libre eleccion
3011306,tecnologias y culturas digitales,ciencias de la computacion,libre eleccion
3007524,termodinamica y revolucion industrial,ciencias de la computacion,libre eleccion
3011097,topicos avanzados en derecho ambiental,ciencias de la computacion,libre eleccion
3011233,topicos de geometria y visualizacion medica,ciencias de la computacion,elegibles
3011007,virologia,ciencias de la computacion,libre eleccion
3011137,agrogestion de la informacion,estadistica,libre eleccion
3006645,aleman a1: explora un mundo,estadistica,libre eleccion
3011079,"amor, perdon, reconciliacion en hegel",estadistica,libre eleccion
3008356,analisis de decisiones,estadistica,elegibles
3010579,analisis de la genetica molecular,estadistica,libre eleccion
3011199,antropologia filosofica y el problema de la existencia humana,estadistica,libre eleccion
3011139,arboles y arquitectura,estadistica,libre eleccion
3009211,"arte, ideologia y poder",estadistica,libre eleccion
3006638,asignatura en otra univer. internac.-preg._1,estadistica,libre eleccion
3006692,asignatura en otra univer. nacional - preg._1,estadistica,libre eleccion
3009275,bioprocesos agroindustriales,estadistica,libre eleccion
3008203,biotecnologia agropecuaria,estadistica,libre eleccion
3011254,"cambio climatico, paisaje y territorio",estadistica,libre eleccion
3011200,catedra africanias y sus diasporas en las americas,estadistica,libre eleccion
3011113,catedra agraria: plantaciones y restauracion forestal,estadistica,libre eleccion
3007373,catedra antioquia,estadistica,libre eleccion
3009509,catedra apun-50 anos,estadistica,libre eleccion
3011144,catedra ciudad y ciudadanias,estadistica,libre eleccion
1000129-m,"catedra colombiana: ciudadania, integridad y lucha contra la corrupcion",estadistica,libre eleccion
3007588,catedra de pensamiento ambiental: cambio ambiental global,estadistica,libre eleccion
3007645,"catedra de sede sobre genero, feminismos y diversidades sexuales: vivir juntxs",estadistica,libre eleccion
3007786,catedra en ingenieria electrica,estadistica,libre eleccion
3010348,"catedra estudiantil: universidad, participacion y sociedad",estadistica,libre eleccion
3009368,catedra gabriel trujillo: mineria y ambiente,estadistica,libre eleccion
1965-2025,catedra: historia intensa de medellin,estadistica,libre eleccion
3009065,"catedra ingenieria civil, 100 anos",estadistica,libre eleccion
3011296,catedra luis antonio restrepo arango:facultad de ciencias humanas; 50 anos construccion conocimiento,estadistica,libre eleccion
1000134-m,catedra nacional - enarmonia: anclajes imprescindibles para la educacion inclusiva en la unal,estadistica,libre eleccion
1000159-m,catedra nacional acciones por la sustentabilidad,estadistica,libre eleccion
1000158-m,catedra nacional ambiental,estadistica,libre eleccion
1000089-m,catedra nacional de induccion y preparacion para la vida universitaria,estadistica,libre eleccion
1000160-m,catedra nacional de prompt engineering,estadistica,libre eleccion
1000147-m,catedra nacional en transicion energetica: aproximacion desde las ciencias de la tierra,estadistica,libre eleccion
1000145-m,catedra nacional gestion a la adaptacion y cambio climatico en colombia,estadistica,libre eleccion
1000128-m,"catedra nacional: juntas, juntes y juntos. apuestas desde los estudios feministas y de genero",estadistica,libre eleccion
1000161-m,catedra pedro nel gomez: centros de pensamiento en ingenieria para la vida,estadistica,libre eleccion
1000157-m,"catedra proceso constituyente universitario en la unal: perspectiva historica, comparada y situada",estadistica,libre eleccion
3010712,catedra sobre la felicidad,estadistica,libre eleccion
3011164,"catedra viajera, arquitecta y urbanismo a traves del viaje",estadistica,libre eleccion
3006819,citogenetica,estadistica,libre eleccion
3007527,ciudad y ambiente,estadistica,libre eleccion
3010929,computacion cuantica,estadistica,libre eleccion
3007075,conservacion y manejo de vida silvestre,estadistica,libre eleccion
3011231,construccion social para la practica del habitar,estadistica,libre eleccion
3007014,control biologico de plagas,estadistica,libre eleccion
3011293,"crecimiento economico, energia y crisis medio ambiental",estadistica,libre eleccion
3007016,cultivo de plantas ornamentales,estadistica,libre eleccion
3010999,"curar, editar y publicar",estadistica,libre eleccion
3010760,de la secundaria a la universidad,estadistica,libre eleccion
3009433,de la universidad a la organizacion,estadistica,libre eleccion
3011145,"del proyecto a la obra, tecnica y dispositivos en la arquitectura del tropico",estadistica,libre eleccion
3008693,deporte formativo,estadistica,libre eleccion
3010555,derecho urbanistico,estadistica,libre eleccion
3008475,diseno de experimentos avanzados,estadistica,elegibles
3009931,economia ecologica,estadistica,libre eleccion
3011146,economia y marketing,estadistica,libre eleccion
3006631,ecosistema urbano critico,estadistica,libre eleccion
3009932,"el cuento, teoria y retoricas del cuento en la literatura latinoamericana",estadistica,libre eleccion
3010837,el proceso de produccion desde la formacion social,estadistica,libre eleccion
3011001,el retorno de las brujas: mujeres en la ciencia y equidad de genero en carreras stem,estadistica,libre eleccion
3011313,ensenanza de las ciencias sociales: metodos y tecnicas.,estadistica,libre eleccion
3011089,estados fisiologicos y etapas en la produccion animal,estadistica,libre eleccion
3009510,estimacion de parametros geneticos,estadistica,libre eleccion
3007548,etica y voluntariado universitario y social,estadistica,libre eleccion
3010177,fascismo y modernidad,estadistica,libre eleccion
3010333,fitoquimica,estadistica,libre eleccion
3011002,fotografia de arquitectura,estadistica,libre eleccion
3008056,frances a1: explora un mundo,estadistica,libre eleccion
3008207,frances a2: explora un mundo,estadistica,libre eleccion
3007036,fruticultura,estadistica,libre eleccion
3011149,fundamentos de palinologia,estadistica,libre eleccion
3011229,"futbol, ciudad y espectaculo. estudios socioterritoriales del futbol",estadistica,libre eleccion
3009602,geografia historica y cultura material,estadistica,libre eleccion
3006745,habitat i,estadistica,libre eleccion
3007643,herramientas para emprender,estadistica,libre eleccion
3007235,historia antigua,estadistica,libre eleccion
3007237,historia de america ii,estadistica,libre eleccion
3009491,historia de america iii,estadistica,libre eleccion
3007239,historia de america iv,estadistica,libre eleccion
